crossover reverse lunge
crucifix
crunch - hands overhead
crunch - legs on exercise ball
crunches
cuban press
dancer's stretch
deadlift with bands
deadlift with chains
decline barbell bench press
decline close-grip bench to skull crusher
decline crunch
decline dumbbell bench press
decline dumbbell flyes
decline dumbbell triceps extension
decline ez bar triceps extension
decline oblique crunch
decline push-up
decline reverse crunch
decline smith press
deficit deadlift
depth jump leap
dip machine
dips - chest version
dips - triceps version
donkey calf raises
double kettlebell alternating hang clean
double kettlebell jerk
double kettlebell push press
double kettlebell snatch
double kettlebell windmill
double leg butt kick
downward facing balance
drag curl
drop push
dumbbell alternate bicep curl
dumbbell bench press
dumbbell bench press with neutral grip
dumbbell bicep curl
dumbbell clean
dumbbell floor press
dumbbell flyes
dumbbell incline row
dumbbell incline shoulder raise
dumbbell lunges
dumbbell lying one-arm rear lateral raise
dumbbell lying pronation
dumbbell lying rear lateral raise
dumbbell lying supination
dumbbell one-arm shoulder press
dumbbell one-arm triceps extension
dumbbell one-arm upright row
dumbbell prone incline curl
dumbbell raise
dumbbell rear lunge
dumbbell scaption
dumbbell seated box jump
dumbbell seated one-leg calf raise
dumbbell shoulder press
dumbbell shrug
dumbbell side bend
dumbbell squat
dumbbell squat to a bench
dumbbell step ups
dumbbell tricep extension -pronated grip
dynamic back stretch
dynamic chest stretch
elbow circles
elbow to knee
elbows back
elevated back lunge
elevated cable rows
elliptical trainer
exercise ball crunch
exercise ball pull-in
extended range one-arm kettlebell floor press
external rotation
external rotation with band
external rotation with cable
ez-bar curl
ez-bar skullcrusher
face pull
farmer's walk
fast skipping
finger curls
flat bench cable flyes
flat bench leg pull-in
flat bench lying leg raise
flexor incline dumbbell curls
floor glute-ham raise
floor press
floor press with chains
flutter kicks
foot-smr
forward drag with press
frankenstein squat
freehand jump squat
frog hops
frog sit-ups
front barbell squat
front barbell squat to a bench
front box jump
front cable raise
front cone hops (or hurdle hops)
front dumbbell raise
front incline dumbbell raise
front leg raises
front plate raise
front raise and pullover
front squat (clean grip)
front squats with two kettlebells
front two-dumbbell raise
full range-of-motion lat pulldown
gironda sternum chins
glute ham raise
glute kickback
goblet squat
good morning
good morning off pins
gorilla chin/crunch
groin and back stretch
groiners
hack squat
hammer curls
hammer grip incline db bench press
hamstring stretch
hamstring-smr
handstand push-ups
hang clean
hang clean - below the knees
hang snatch
hang snatch - below knees
hanging bar good morning
hanging leg raise
hanging pike
heaving snatch balance
heavy bag thrust
high cable curls
hip circles (prone)
hip crossover
hip extension with bands
hip flexion with band
hip lift with band
hug a ball
hug knees to chest
hurdle hops
hyperextensions (back extensions)
hyperextensions with no hyperextension bench
iliotibial tract-smr
incline barbell triceps extension
incline bench pull
incline cable chest press
incline cable flye
incline dumbbell bench with palms facing in
incline dumbbell curl
incline dumbbell flyes
incline dumbbell flyes - with a twist
incline dumbbell press
incline hammer curls
incline inner biceps curl
incline push-up
incline push-up close-grip
incline push-up depth jump
incline push-up medium
incline push-up reverse grip
incline push-up wide
intermediate groin stretch
intermediate hip flexor and quad stretch
internal rotation with band
inverted row
inverted row with straps
iron cross
iron crosses (stretch)
isometric chest squeezes
isometric neck exercise - front and back
isometric neck exercise - sides
isometric wipers
it band and glute stretch
jackknife sit-up
janda sit-up
jefferson squats
jerk balance
jerk dip squat
jm press
jogging-treadmill
keg load
kettlebell arnold press
kettlebell dead clean
kettlebell figure 8
kettlebell hang clean
kettlebell one-legged deadlift
kettlebell pass between the legs
kettlebell pirate ships
kettlebell pistol squat
kettlebell seated press
kettlebell seesaw press
kettlebell sumo high pull
kettlebell thruster
kettlebell turkish get-up (lunge style)
kettlebell turkish get-up (squat style)
kettlebell windmill
kipping muscle up
knee across the body
knee circles
knee tuck jump
knee/hip raise on parallel bars
kneeling arm drill
kneeling cable crunch with alternating oblique twists
kneeling cable triceps extension
kneeling forearm stretch
kneeling high pulley row
kneeling hip flexor
kneeling jump squat
kneeling single-arm high pulley row
kneeling squat
landmine 180's
landmine linear jammer
lateral bound
lateral box jump
lateral cone hops
lateral raise - with bands
latissimus dorsi-smr
leg extensions
leg lift
leg press
leg pull-in
leg-over floor press
leg-up hamstring stretch
leverage chest press
leverage deadlift
leverage decline chest press
leverage high row
leverage incline chest press
leverage iso row
leverage shoulder press
leverage shrug
linear 3-part start technique
linear acceleration wall drill
linear depth jump
log lift
london bridges
looking at ceiling
low cable crossover
low cable triceps extension
low pulley row to neck
lower back curl
lower back-smr
lunge pass through
lunge sprint
lying bent leg groin
lying cable curl
lying cambered barbell row
lying close-grip bar curl on high pulley
lying close-grip barbell triceps extension behind the head
lying close-grip barbell triceps press to chin
lying crossover
lying dumbbell tricep extension
lying face down plate neck resistance
lying face up plate neck resistance
lying glute
lying hamstring
lying high bench barbell curl
lying leg curls
lying machine squat
lying one-arm lateral raise
lying prone quadriceps
lying rear delt raise
lying supine dumbbell curl
lying t-bar row
lying triceps press
machine bench press
machine bicep curl
machine preacher curls
machine shoulder (military) press
machine triceps extension
medicine ball chest pass
medicine ball full twist
medicine ball scoop throw
middle back shrug
middle back stretch
mixed grip chin
monster walk
mountain climbers
moving claw series
muscle snatch
muscle up
narrow stance hack squats
narrow stance leg press
narrow stance squats
natural glute ham raise
neck press
neck-smr
oblique crunches
oblique crunches - on the floor
olympic squat
on your side quad stretch
on-your-back quad stretch
one arm against wall
one arm chin-up
one arm dumbbell bench press
one arm dumbbell preacher curl
one arm floor press
one arm lat pulldown
one arm pronated dumbbell triceps extension
one arm supinated dumbbell triceps extension
one half locust
one handed hang
one knee to chest
one leg barbell squat
one-arm dumbbell row
one-arm flat bench dumbbell flye
one-arm high-pulley cable side bends
one-arm incline lateral raise
one-arm kettlebell clean
one-arm kettlebell clean and jerk
one-arm kettlebell floor press
one-arm kettlebell jerk
one-arm kettlebell military press to the side
one-arm kettlebell para press
one-arm kettlebell push press
one-arm kettlebell row
one-arm kettlebell snatch
one-arm kettlebell split jerk
one-arm kettlebell split snatch
one-arm kettlebell swings
one-arm long bar row
one-arm medicine ball slam
one-arm open palm kettlebell clean
one-arm overhead kettlebell squats
one-arm side deadlift
one-arm side laterals
one-legged cable kickback
open palm kettlebell clean
otis-up
overhead cable curl
overhead lat
overhead slam
overhead squat
overhead stretch
overhead triceps
pallof press with rotation
palms-down dumbbell wrist curl over a bench
palms-down wrist curl over a bench
palms-up barbell wrist curl over a bench
palms-up dumbbell wrist curl over a bench
parallel bar dip
pelvic tilt into bridge
peroneals stretch
peroneals-smr
physioball hip bridge
pin presses
piriformis-smr
plank
plank with twist
plate pinch
plate twist
platform hamstring slides
plie dumbbell squat
plyo kettlebell pushups
plyo push-up
posterior tibialis stretch
power clean
power clean from blocks
power jerk
power partials
power snatch
power snatch from blocks
power stairs
preacher curl
preacher hammer dumbbell curl
press sit-up
prone manual hamstring
prowler sprint
pull through
pullups
push press
push press - behind the neck
push up to side plank
push-up wide
push-ups - close triceps position
push-ups with feet elevated
push-ups with feet on an exercise ball
pushups
pushups (close and wide hand positions)
pyramid
quad stretch
quadriceps-smr
quick leap
rack delivery
rack pull with bands
rack pulls
rear leg raises
recumbent bike
return push from stance
reverse band bench press
reverse band box squat
reverse band deadlift
reverse band power squat
reverse band sumo deadlift
reverse barbell curl
reverse barbell preacher curls
reverse cable curl
reverse crunch
reverse flyes
reverse flyes with external rotation
reverse grip bent-over rows
reverse grip triceps pushdown
reverse hyperextension
reverse machine flyes
reverse plate curls
reverse triceps bench press
rhomboids-smr
rickshaw carry
rickshaw deadlift
ring dips
rocket jump
rocking standing calf raise
rocky pull-ups/pulldowns
romanian deadlift
romanian deadlift from deficit
rope climb
rope crunch
rope jumping
rope straight-arm pulldown
round the world shoulder stretch
rowing
runner's stretch
running
russian twist
sandbag load
scapular pull-up
scissor kick
scissors jump
seated band hamstring curl
seated barbell military press
seated barbell twist
seated bent-over one-arm dumbbell triceps extension
seated bent-over rear delt raise
seated bent-over two-arm dumbbell triceps extension
seated biceps
seated cable rows
seated cable shoulder press
seated calf raise
seated calf stretch
seated close-grip concentration barbell curl
seated dumbbell curl
seated dumbbell inner biceps curl
seated dumbbell palms-down wrist curl
seated dumbbell palms-up wrist curl
seated dumbbell press
seated flat bench leg pull-in
seated floor hamstring stretch
seated front deltoid
seated glute
seated good mornings
seated hamstring
seated hamstring and calf stretch
seated head harness neck resistance
seated leg curl
seated leg tucks
seated one-arm cable pulley rows
seated one-arm dumbbell palms-down wrist curl
seated one-arm dumbbell palms-up wrist curl
seated overhead stretch
seated palm-up barbell wrist curl
seated palms-down barbell wrist curl
seated side lateral raise
seated triceps press
seated two-arm palms-up low-pulley wrist curl
see-saw press (alternating side press)
shotgun row
shoulder circles
shoulder press - with bands
shoulder raise
shoulder stretch
side bridge
side hop-sprint
side jackknife
side lateral raise
side laterals to front raise
side leg raises
side lying groin stretch
side neck stretch
side standing long jump
side to side box shuffle
side to side chins
side wrist pull
side-lying floor stretch
single dumbbell raise
single leg butt kick
single leg glute bridge
single leg push-off
single-arm cable crossover
single-arm linear jammer
single-arm push-up
single-cone sprint drill
single-leg high box squat
single-leg hop progression
single-leg lateral hop
single-leg leg extension
single-leg stride jump
sit squats
sit-up
skating
sled drag - harness
sled overhead backward walk
sled overhead triceps extension
sled push
sled reverse flye
sled row
sledgehammer swings
smith incline shoulder raise
smith machine behind the back shrug
smith machine bench press
smith machine bent over row
smith machine calf raise
smith machine close-grip bench press
smith machine decline press
smith machine hang power clean
smith machine hip raise
smith machine incline bench press
smith machine leg press
smith machine one-arm upright row
smith machine overhead shoulder press
smith machine pistol squat
smith machine reverse calf raises
smith machine shrug
smith machine squat
smith machine stiff-legged deadlift
smith machine upright row
smith single-leg split squat
snatch
snatch balance
snatch deadlift
snatch from blocks
snatch pull
snatch shrug
speed band overhead triceps
speed band pushdown
speed box squat
speed squats
spell caster
spider crawl
spider curl
spinal stretch
split clean
split jerk
split jump
split snatch
split squat with dumbbells
split squats
squat jerk
squat with bands
squat with chains
squat with plate movers
squats - with bands
stairmaster
standing alternating dumbbell press
standing barbell calf raise
standing barbell press behind neck
standing bent-over one-arm dumbbell triceps extension
standing bent-over two-arm dumbbell triceps extension
standing biceps cable curl
standing biceps stretch
standing bradford press
standing cable chest press
standing cable lift
standing cable wood chop
standing calf raises
standing concentration curl
standing dumbbell calf raise
standing dumbbell press
standing dumbbell reverse curl
standing dumbbell straight-arm front delt raise above head
standing dumbbell triceps extension
standing dumbbell upright row
standing elevated quad stretch
standing front barbell raise over head
standing gastrocnemius calf stretch
standing hamstring and calf stretch
standing hip circles
standing hip flexors
standing inner-biceps curl
standing lateral stretch
standing leg curl
standing long jump
standing low-pulley deltoid raise
standing low-pulley one-arm triceps extension
standing military press
standing olympic plate hand squeeze
standing one-arm cable curl
standing one-arm dumbbell curl over incline bench
standing one-arm dumbbell triceps extension
standing overhead barbell triceps extension
standing palm-in one-arm dumbbell press
standing palms-in dumbbell press
standing palms-up barbell behind the back wrist curl
standing pelvic tilt
standing rope crunch
standing soleus and achilles stretch
standing toe touches
standing towel triceps extension
standing two-arm overhead throw
star jump
step mill
step-up with knee raise
stiff leg barbell good morning
stiff-legged barbell deadlift
stiff-legged dumbbell deadlift
stomach vacuum
straight bar bench mid rows
straight raises on incline bench
straight-arm dumbbell pullover
straight-arm pulldown
stride jump crossover
sumo deadlift
sumo deadlift with bands
sumo deadlift with chains
superman
supine chest throw
supine one-arm overhead throw
supine two-arm overhead throw
suspended push-up
suspended reverse crunch
suspended row
suspended split squat
t-bar row with handle
tate press
the straddle
thigh abductor
thigh adductor
tire flip
toe touchers
torso rotation
trail running/walking
trap bar deadlift
tricep dumbbell kickback
tricep side stretch
triceps overhead extension with rope
triceps pushdown
triceps pushdown - rope attachment
triceps pushdown - v-bar attachment
triceps stretch
tuck crunch
two-arm dumbbell preacher curl
two-arm kettlebell clean
two-arm kettlebell jerk
two-arm kettlebell military press
two-arm kettlebell row
underhand cable pulldowns
upper back stretch
upper back-leg grab
upright barbell row
upright cable row
upright row - with bands
upward stretch
v-bar pulldown
v-bar pullup
vertical swing
walking
weighted ball hyperextension
weighted ball side bend
weighted bench dip
weighted crunches
weighted jump squat
weighted pull ups
weighted sissy squat
weighted sit-ups - with bands
weighted squat
wide stance barbell squat
wide stance stiff legs
wide-grip barbell bench press
wide-grip decline barbell bench press
wide-grip decline barbell pullover
wide-grip lat pulldown
wide-grip pulldown behind the neck
wide-grip rear pull-up
wide-grip standing barbell curl
wind sprints
windmills
world's greatest stretch
wrist circles
wrist roller
wrist rotations with straight bar
yoke walk
zercher squats
zottman curl
zottman preacher curl
